group,prof,use,prof_z,use_z,target,stress,bin,target_count,target_prop,eLog,wts,onset_c3,elsewhere_count,elsewhere_prop,distractor_count,distractor_prop,lm_bin,t_onset,time_zero
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,0,32,0.82,0.5634693572514127,0.08482328482328483,1142,7,7,0,0,23,FALSE,-23
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,1,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,-22
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,2,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,-21
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,3,0,0,-4.61512051684126,2.01980198019802,1142,1,1,0,0,23,FALSE,-20
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,4,31,0.62,0.4795730802618863,0.08302808302808302,1142,19,19,0,0,23,FALSE,-19
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,5,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,-18
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,6,36,0.72,0.923163611161917,0.09636277751535191,1142,9,9,5,0.1,23,FALSE,-17
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,7,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-16
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,8,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-15
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,9,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-14
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,10,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-13
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,11,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-12
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,12,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-11
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,13,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-10
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,14,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-9
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,15,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-8
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,16,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-7
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,17,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-6
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,18,0,0,-4.61512051684126,2.01980198019802,1142,0,0,50,1,23,FALSE,-5
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,19,0,0,-4.61512051684126,2.01980198019802,1142,1,1,49,0.98,23,FALSE,-4
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,20,0,0,-4.61512051684126,2.01980198019802,1142,16,16,0,0,23,FALSE,-3
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,21,0,0,-4.61512051684126,2.01980198019802,1142,28,28,9,0.24,23,FALSE,-2
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,22,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,-1
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,23,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,TRUE,0
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,24,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,1
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,25,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,2
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,26,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,3
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,27,0,0,-4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,4
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,28,0,0,-4.61512051684126,2.01980198019802,1142,6,6,0,0,23,FALSE,5
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,29,43,0.86,1.7578579175523736,0.15632183908045977,1142,7,7,0,0,23,FALSE,6
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,30,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,7
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,31,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,8
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,32,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,9
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,33,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,10
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,34,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,11
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,35,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,12
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,36,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,13
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,37,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,14
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,38,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,15
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,39,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,16
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,40,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,17
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,41,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,18
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,42,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,19
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,43,50,1,4.61512051684126,2.01980198019802,1142,0,0,0,0,23,FALSE,20
L2,49,60,1.41571168183007,1.3031173734524908,firmo,Oxytone,44,12,1,-1.1249295969854831,0.10597402597402597,1142,0,0,0,0,23,FALSE,21
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,0,0,0,-4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-20
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,1,0,0,-4.61512051684126,2.01980198019802,984,22,22,0,0,20,FALSE,-19
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,2,0,0,-4.61512051684126,2.01980198019802,984,1,1,49,0.98,20,FALSE,-18
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,3,17,0.34,-0.6493445579015524,0.08699360341151385,984,15,15,18,0.36,20,FALSE,-17
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,4,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-16
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,5,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-15
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,6,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-14
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,7,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-13
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,8,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-12
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,9,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-11
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,10,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-10
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,11,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-9
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,12,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-8
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,13,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,-7
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,14,33,0.66,0.6493445579015524,0.08699360341151385,984,17,17,0,0,20,FALSE,-6
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,15,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,-5
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,16,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,-4
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,17,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,-3
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,18,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,-2
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,19,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,-1
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,20,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,TRUE,0
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,21,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,1
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,22,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,2
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,23,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,3
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,24,0,0,-4.61512051684126,2.01980198019802,984,50,50,0,0,20,FALSE,4
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,25,22,0.44,-0.2363887780642304,0.07953216374269007,984,28,28,0,0,20,FALSE,5
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,26,40,0.8,1.349926716949016,0.11992945326278659,984,10,10,0,0,20,FALSE,6
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,27,4,0.08,-2.3353749158170367,0.24372759856630824,984,46,46,0,0,20,FALSE,7
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,28,43,0.86,1.7578579175523736,0.15632183908045977,984,7,7,0,0,20,FALSE,8
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,29,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,9
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,30,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,10
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,31,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,11
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,32,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,12
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,33,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,13
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,34,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,14
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,35,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,15
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,36,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,16
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,37,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,17
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,38,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,18
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,39,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,19
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,40,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,20
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,41,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,21
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,42,50,1,4.61512051684126,2.01980198019802,984,0,0,0,0,20,FALSE,22
L2,49,60,1.41571168183007,1.3031173734524908,plancha,Paroxytone,43,45,1,2.1129642337184795,0.2037962037962038,984,0,0,0,0,20,FALSE,23
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,0,50,1,4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,-18
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,1,50,1,4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,-17
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,2,38,0.76,1.1249295969854831,0.10597402597402597,898,12,12,0,0,18,FALSE,-16
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,3,0,0,-4.61512051684126,2.01980198019802,898,3,3,0,0,18,FALSE,-15
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,4,0,0,-4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,-14
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,5,0,0,-4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,-13
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,6,0,0,-4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,-12
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,7,0,0,-4.61512051684126,2.01980198019802,898,9,9,0,0,18,FALSE,-11
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,8,0,0,-4.61512051684126,2.01980198019802,898,14,14,36,0.72,18,FALSE,-10
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,9,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-9
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,10,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-8
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,11,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-7
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,12,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-6
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,13,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-5
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,14,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-4
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,15,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-3
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,16,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-2
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,17,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,-1
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,18,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,TRUE,0
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,19,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,1
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,20,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,2
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,21,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,3
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,22,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,4
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,23,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,5
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,24,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,6
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,25,0,0,-4.61512051684126,2.01980198019802,898,0,0,50,1,18,FALSE,7
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,26,15,0.3,-0.8286926725561692,0.09268514311676511,898,10,10,25,0.5,18,FALSE,8
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,27,50,1,4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,9
L2,49,60,1.41571168183007,1.3031173734524908,junto,Oxytone,28,50,1,4.61512051684126,2.01980198019802,898,0,0,0,0,18,FALSE,10
