group,prof,use,prof_z,use_z,target,stress,bin,target_count,target_prop,eLog,wts,onset_c3,elsewhere_count,elsewhere_prop,distractor_count,distractor_prop,lm_bin,t_onset,time_zero
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,0,0,0,-4.61512051684126,2.01980198019802,1002,0,0,0,0,21,FALSE,-21
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,1,0,0,-4.61512051684126,2.01980198019802,1002,0,0,0,0,21,FALSE,-20
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,2,0,0,-4.61512051684126,2.01980198019802,1002,0,0,0,0,21,FALSE,-19
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,3,48,0.96,2.9652730660692823,0.42061855670103093,1002,2,2,0,0,21,FALSE,-18
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,4,47,0.94,2.6079667425452273,0.3067669172932331,1002,3,3,0,0,21,FALSE,-17
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,5,38,0.76,1.1249295969854831,0.10597402597402597,1002,12,12,0,0,21,FALSE,-16
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,6,29,0.58,0.31633732821215704,0.0804099329917225,1002,21,21,0,0,21,FALSE,-15
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,7,19,0.38,-0.4795730802618862,0.08302808302808302,1002,31,31,0,0,21,FALSE,-14
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,8,0,0,-4.61512051684126,2.01980198019802,1002,50,50,0,0,21,FALSE,-13
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,9,12,0.24,-1.1249295969854831,0.10597402597402597,1002,38,38,0,0,21,FALSE,-12
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,10,34,0.68,0.7375989431307791,0.08959156785243742,1002,16,16,0,0,21,FALSE,-11
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,11,34,0.68,0.7375989431307791,0.08959156785243742,1002,16,16,0,0,21,FALSE,-10
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,12,43,0.86,1.7578579175523736,0.15632183908045977,1002,7,7,0,0,21,FALSE,-9
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,13,43,0.86,1.7578579175523736,0.15632183908045977,1002,7,7,0,0,21,FALSE,-8
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,14,50,1,4.61512051684126,2.01980198019802,1002,0,0,0,0,21,FALSE,-7
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,15,50,1,4.61512051684126,2.01980198019802,1002,0,0,0,0,21,FALSE,-6
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,16,47,0.94,2.6079667425452273,0.3067669172932331,1002,3,3,0,0,21,FALSE,-5
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,17,42,0.84,1.6094379124341003,0.1411764705882353,1002,8,8,0,0,21,FALSE,-4
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,18,21,0.42,-0.3163373282121571,0.0804099329917225,1002,29,29,0,0,21,FALSE,-3
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,19,17,0.34,-0.6493445579015524,0.08699360341151385,1002,33,33,0,0,21,FALSE,-2
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,20,36,0.72,0.923163611161917,0.09636277751535191,1002,14,14,0,0,21,FALSE,-1
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,21,15,0.3,-0.8286926725561692,0.09268514311676511,1002,35,35,0,0,21,TRUE,0
HL,43,50,0.519527222689934,0.6620114998822816,pinta,Paroxytone,22,0,0,-4.61512051684126,2.01980198019802,1002,50,50,0,0,21,FALSE,1
